REPORT_ID,EXPENSE_TYPE,TRANSACTION_DATE,EMPLOYEE_ID,EMPLOYEE_NAME,DEPARTMENT,COST_CENTER,JOB_TITLE,HOME_CITY,TRIP_PURPOSE,PAYMENT_METHOD,ORIGIN_IATA,DESTINATION_IATA,ORIGIN_CITY,DESTINATION_CITY,DISTANCE_KM,AIRLINE_CODE,AIRLINE_NAME,FLIGHT_NUMBER,CABIN_CLASS,HOTEL_NAME,HOTEL_CITY,CHECK_IN_DATE,CHECK_OUT_DATE,GROUND_TRANSPORT_TYPE,AMOUNT,CURRENCY,REIMBURSABLE,POLICY_COMPLIANT,POLICY_EXCEPTION_REASON,EMISSION_FACTOR_KGCO2E_PER_KM_OR_NIGHT,ESTIMATED_EMISSIONS_KGCO2E,APPROVAL_STATUS,RECEIPT_ATTACHED,NOTES
RPT-010458,Air Travel,15-12-2024,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Tender Submission,Corporate Card,DEL,JFK,Delhi,New York,,UA,United Airlines,UA477,Business,,,,,,340934.06,INR,Yes,Yes,,,,Approved,Yes,
RPT-010459,Air Travel,30-05-2023,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Board Meeting,Personal Card,BOM,MAA,Mumbai,Chennai,,6E,Air India,6E564,Economy,,,,,,7064.49,INR,Yes,Yes,,,,Pending,No,
RPT-010460,Hotel,18-08-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Board Meeting,Corporate Card,,,,,,,,,,Taj Coromandel,Chennai,18-08-2024,23-08-2024,,103594.2,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,102.5,Rejected,Yes,
RPT-010461,Air Travel,24-08-2024,EMP-0128,Kavitha Menon,Legal,CC-LEG-001,Head Legal,Bangalore,Site Visit,Personal Card,MAA,BLR,Chennai,Bangalore,347,AI,IndiGo,AI842,Economy,,,,,,14079.58,INR,Yes,Yes,,0.255,88.48,Approved,Yes,
RPT-010462,Hotel,13-10-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Audit,Corporate Card,,,,,,,,,,Hyatt Regency Pune,Pune,13-10-2024,16-10-2024,,46284.57,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Approved,Yes,
RPT-010463,Hotel,08-08-2024,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Board Meeting,Corporate Card,,,,,,,,,,Premier Inn,Dubai,08-08-2024,09-08-2024,,130.15,SGD,Yes,Yes,,20.5,20.5,Approved,No,
RPT-010464,Hotel,13-07-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Tender Submission,Corporate Card,,,,,,,,,,Taj Mahal Delhi,Delhi,13-07-2024,15-07-2024,,50319.04,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,41,Approved,Yes,
RPT-010465,Ground - Auto Rickshaw,27-05-2023,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Project Review,Corporate Card,,,,,,,,,,,,,,Auto Rickshaw,2690.04,INR,Yes,Yes,,0.149,2.09,Rejected,No,
RPT-010466,Hotel,04-12-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Site Visit,Corporate Card,,,,,,,,,,Novotel Ahmedabad,Ahmedabad,04-12-2024,09-12-2024,,41231.55,INR,Yes,Yes,,20.5,102.5,Approved,No,
RPT-010467,Air Travel,03-06-2024,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Site Visit,Corporate Card,BOM,SIN,Mumbai,Singapore,4140,SQ,Singapore Airlines,SQ312,Economy,,,,,,64671.89,INR,Yes,Yes,,0.195,1614.6,Approved,Yes,
RPT-010468,Air Travel,26-11-2023,EMP-0154,Deepa Krishnan,Projects,CC-PRJ-002,Project Lead,Chennai,Site Visit,Corporate Card,DEL,SIN,Delhi,Singapore,4101,SQ,Singapore Airlines,SQ973,Business,,,,,,333313.41,INR,Yes,Yes,,0.585,4798.17,Approved,Yes,
RPT-010469,Air Travel,30-01-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Conference,Personal Card,BOM,HYD,Mumbai,Hyderabad,,AI,IndiGo,AI598,First,,,,,,80072.87,INR,Yes,No,Domestic business/first not permitted without VP approval,,,Approved,Yes,
RPT-010470,Ground - Auto Rickshaw,15-01-2023,EMP-0045,Amit Kulkarni,Supply Chain,CC-SCM-001,Manager,Pune,Conference,Corporate Card,,,,,,,,,,,,,,Auto Rickshaw,2413.7,INR,Yes,Yes,,0.149,3.72,Approved,Yes,
RPT-010471,Hotel,20-06-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Client Meeting,Corporate Card,,,,,,,,,,Sheraton Times Square,New York,20-06-2023,22-06-2023,,889.04,SGD,Yes,Yes,,20.5,41,Approved,No,
RPT-010472,Air Travel,25-03-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Site Visit,Corporate Card,DEL,BLR,Delhi,Bangalore,2082,6E,Air India,6.00E+159,Business,,,,,,32839.53,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,1061.82,Approved,No,
RPT-010473,Air Travel,05-11-2024,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Conference,Personal Card,DEL,NRT,Delhi,Tokyo,5846,NH,ANA,NH600,First,,,,,,898263.37,INR,Yes,Yes,,0.975,11399.7,Approved,Yes,
RPT-010474,Air Travel,03-12-2023,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Board Meeting,Corporate Card,BOM,BLR,Mumbai,Bangalore,984,6E,SpiceJet,6E870,Business,,,,,,42076.5,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,250.92,Approved,No,
RPT-010475,Air Travel,23-10-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Client Meeting,Corporate Card,BOM,SIN,Mumbai,Singapore,4140,SQ,Singapore Airlines,SQ776,First,,,,,,684343.98,INR,Yes,Yes,,0.975,4036.5,Rejected,Yes,
RPT-010476,Hotel,08-07-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Training,Cash,,,,,,,,,,Premier Inn,Dubai,08-07-2024,09-07-2024,,14325.14,INR,Yes,Yes,,20.5,20.5,Approved,Yes,
RPT-010477,Hotel,11-03-2023,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Board Meeting,Corporate Card,,,,,,,,,,Ibis Novena,Singapore,11-03-2023,16-03-2023,,718.65,GBP,Yes,Yes,,20.5,102.5,Approved,Yes,
RPT-010478,Air Travel,18-04-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Audit,Personal Card,BOM,SIN,Mumbai,Singapore,,SQ,Singapore Airlines,SQ579,Business,,,,,,326054.2,INR,Yes,Yes,,,,Approved,Yes,
RPT-010479,Air Travel,06-07-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Training,Corporate Card,BOM,HKG,Mumbai,Hong Kong,4261,CX,Cathay Pacific,CX375,Economy,,,,,,43823.9,INR,Yes,Yes,,0.195,1661.79,Approved,Yes,
RPT-010480,Air Travel,22-07-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Client Meeting,Corporate Card,BOM,PNQ,Mumbai,Pune,,AI,IndiGo,AI700,Economy,,,,,,10181.15,INR,Yes,Yes,,,,Rejected,Yes,
RPT-010481,Air Travel,22-10-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Project Review,Corporate Card,DEL,DXB,Delhi,Dubai,2194,EK,Emirates,EK696,Economy,,,,,,59855.94,EUR,Yes,Yes,,0.195,855.66,Approved,Yes,
RPT-010482,Air Travel,30-09-2024,EMP-0219,Nikhil Desai,Procurement,CC-PRO-002,Analyst,Mumbai,Audit,Corporate Card,BOM,SIN,Mumbai,Singapore,4140,SQ,Singapore Airlines,SQ504,Business,,,,,,277384.79,INR,Yes,Yes,,0.585,4843.8,Approved,No,
RPT-010483,Air Travel,22-05-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Internal Meeting,Corporate Card,BOM,AMD,Mumbai,Ahmedabad,530,AI,Air India,AI370,Economy,,,,,,16952.59,INR,Yes,Yes,,0.255,270.3,Rejected,No,
RPT-010484,Ground - Corporate Car,29-01-2024,EMP-0023,Priya Nair,Operations,CC-OPS-002,Sr Manager,Chennai,Tender Submission,Cash,,,,,,,,,,,,,,Corporate Car,4186.44,INR,Yes,Yes,,0.17,47.43,Approved,No,
RPT-010485,Ground - Auto Rickshaw,11-08-2024,EMP-0067,Sunita Reddy,HR,CC-HR-001,Director HR,Hyderabad,Site Visit,Corporate Card,,,,,,,,,,,,,,Auto Rickshaw,683.66,INR,Yes,Yes,,,,Approved,No,
RPT-010486,Air Travel,09-12-2024,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Internal Meeting,Corporate Card,BOM,DXB,Mumbai,Dubai,1935,EK,Emirates,EK641,First,,,,,,693325.69,EUR,Yes,Yes,,0.975,3773.25,Approved,Yes,
RPT-010487,Ground - Bus,14-09-2023,EMP-0011,Rajesh Sharma,Finance,CC-FIN-001,VP Finance,Mumbai,Site Visit,Corporate Card,,,,,,,,,,,,,,Bus,5677.47,INR,Yes,Yes,,,,Pending,Yes,
RPT-010488,Air Travel,10-03-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Board Meeting,Corporate Card,BOM,MAA,Mumbai,Chennai,1337,6E,Air India,6E711,Economy,,,,,,9984.73,INR,Yes,Yes,,0.255,681.87,Pending,Yes,
RPT-010489,Ground - Ola Outstation,17-12-2023,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Tender Submission,Corporate Card,,,,,,,,,,,,,,Ola Outstation,2054.48,INR,Yes,Yes,,0.17,22.1,Approved,No,
RPT-010490,Hotel,01-04-2023,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Board Meeting,Corporate Card,,,,,,,,,,Hilton Canary Wharf,London,01-04-2023,06-04-2023,,136016.35,INR,Yes,Yes,,20.5,102.5,Approved,Yes,
RPT-010491,Air Travel,10-10-2023,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Site Visit,Personal Card,BLR,HYD,Bangalore,Hyderabad,569,6E,IndiGo,6.00E+143,First,,,,,,72005.93,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,145.09,Approved,Yes,
RPT-010492,Hotel,21-05-2024,EMP-0141,Sanjay Gupta,Strategy,CC-STR-001,CEO,Mumbai,Tender Submission,Corporate Card,,,,,,,,,,Hilton Midtown,New York,21-05-2024,22-05-2024,,46380.75,INR,Yes,Yes,,20.5,20.5,Pending,No,
RPT-010493,Hotel,16-07-2023,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Tender Submission,Personal Card,,,,,,,,,,Ibis Pune,Pune,16-07-2023,20-07-2023,,19841.16,INR,Yes,Yes,,20.5,82,Pending,No,
RPT-010494,Hotel,24-10-2024,EMP-0193,Suresh Kumar,Sales,CC-SAL-001,Regional Head,Delhi,Audit,Corporate Card,,,,,,,,,,The Westin,Chennai,24-10-2024,27-10-2024,,45625.23,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Pending,Yes,
RPT-010495,Hotel,06-12-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Conference,Corporate Card,,,,,,,,,,Marriott Marquis,New York,06-12-2024,10-12-2024,,2753.05,GBP,Yes,Yes,,20.5,82,Approved,No,
RPT-010496,Hotel,30-05-2024,EMP-0089,Vikram Singh,IT,CC-IT-002,CTO,Delhi,Audit,Corporate Card,,,,,,,,,,Taj Coromandel,Chennai,30-05-2024,02-06-2024,,51190.86,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,61.5,Approved,Yes,
RPT-010497,Air Travel,22-10-2024,EMP-0115,Arun Patel,Sales,CC-SAL-003,Sales Director,Ahmedabad,Internal Meeting,Corporate Card,DEL,BLR,Delhi,Bangalore,2082,6E,Air India,6.00E+183,First,,,,,,59750.04,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,1061.82,Approved,Yes,
RPT-010498,Air Travel,08-01-2025,EMP-0102,Meera Iyer,Procurement,CC-PRO-001,GM Procurement,Mumbai,Training,Corporate Card,BOM,CCU,Mumbai,Kolkata,1672,6E,Air India,6E423,Business,,,,,,35431.64,INR,Yes,No,Domestic business/first not permitted without VP approval,0.255,426.36,Pending,No,
RPT-010499,Hotel,11-02-2024,EMP-0206,Lakshmi Pillai,R&D,CC-RND-001,Scientist,Bangalore,Tender Submission,Corporate Card,,,,,,,,,,ITC Gardenia,Bangalore,11-02-2024,13-02-2024,,39596.64,INR,Yes,No,Hotel rate exceeds INR 15000/night policy cap,20.5,41,Approved,Yes,
RPT-010500,Ground - Corporate Car,16-05-2024,EMP-0180,Ananya Banerjee,Operations,CC-OPS-001,AGM,Kolkata,Internal Meeting,Cash,,,,,,,,,,,,,,Corporate Car,3050.07,INR,Yes,Yes,,0.17,63.75,Approved,No,
